step,A3_RSRP,DDQN,DDQN_CHO
118,0.9075330495834351,0.9278350472450256,0.8917526006698608
119,0.942040741443634,0.9525772929191589,0.9134020805358887
120,0.8958762884140015,0.9268041253089905,0.8670102953910828
121,0.9404497146606445,0.9525772929191589,0.861855685710907
122,0.9620991945266724,0.9453608393669128,0.8999999761581421
123,0.9185566902160645,0.923711359500885,0.8711340427398682
124,0.9443299174308777,0.9525772929191589,0.946391761302948
125,0.9173552989959717,0.9163243770599365,0.915463924407959
126,0.9318451285362244,0.9122574925422668,0.9350515604019165
127,0.9048542976379395,0.9347512125968933,0.9371134042739868
128,0.9176718592643738,0.9156100153923035,0.9360824823379517
129,0.9274210333824158,0.930513858795166,0.9329897165298462
130,0.9357253313064575,0.9089211821556091,0.9144330024719238
131,0.9235408902168274,0.9091078639030457,0.9185566902160645
132,0.902808666229248,0.8970370888710022,0.9041237235069275
133,0.9210081696510315,0.912614643573761,0.9082474112510681
134,0.9410098195075989,0.9107394814491272,0.915463924407959
135,0.9331195950508118,0.892783522605896,0.8814433217048645
136,0.9238980412483215,0.9226804375648499,0.9134020805358887
137,0.9203181862831116,0.9342641234397888,0.9030928015708923
138,0.9363422393798828,0.9175257682800293,0.9030928015708923
139,0.914635956287384,0.9075899124145508,0.9061855673789978
140,0.884438693523407,0.8642909526824951,0.861855685710907
141,0.8640636205673218,0.8940742015838623,0.8969072103500366
142,0.8896501064300537,0.8980680108070374,0.8793814182281494
143,0.8888627290725708,0.8902508616447449,0.8577319383621216
144,0.887661337852478,0.9030928015708923,0.8731958866119385
145,0.8916551470756531,0.8783504962921143,0.8752577304840088
146,0.883708119392395,0.8742268085479736,0.8608247637748718
147,0.9102118611335754,0.9164948463439941,0.907216489315033
148,0.8904943466186523,0.876288652420044,0.8649484515190125
149,0.9102686643600464,0.8969072103500366,0.892783522605896
150,0.8792272210121155,0.907216489315033,0.8742268085479736
151,0.9070622324943542,0.907216489315033,0.8824742436408997
152,0.9039126634597778,0.8835051655769348,0.8731958866119385
153,0.9444029331207275,0.9061855673789978,0.8835051655769348
154,0.9322753548622131,0.8989690542221069,0.8639175295829773
155,0.9239142537117004,0.8917526006698608,0.8999999761581421
156,0.9468950629234314,0.907216489315033,0.9051546454429626
157,0.9374462366104126,0.9494845271110535,0.9453608393669128
158,0.9131179451942444,0.9082474112510681,0.8969072103500366
159,0.943445086479187,0.9484536051750183,0.9422680139541626
160,0.933793306350708,0.9360824823379517,0.9206185340881348
161,0.9139783978462219,0.9556701183319092,0.9391752481460571
162,0.9198636412620544,0.9587628841400146,0.9742268323898315
163,0.9216494560241699,0.9402061700820923,0.9505154490470886
164,0.8814433217048645,0.907216489315033,0.8948453664779663
165,0.9443299174308777,0.9577319622039795,0.9453608393669128
166,0.915463924407959,0.9319587349891663,0.9319587349891663
167,0.9134020805358887,0.9103092551231384,0.9103092551231384
168,0.9010308980941772,0.9278350472450256,0.9340206384658813
169,0.9288659691810608,0.9371134042739868,0.9371134042739868
170,0.9338501691818237,0.9061855673789978,0.9030928015708923
171,0.9135481715202332,0.9134020805358887,0.8999999761581421
172,0.926162838935852,0.9391752481460571,0.9226804375648499
173,0.9422680139541626,0.9329897165298462,0.9113401770591736
174,0.960824728012085,0.9268041253089905,0.9195876121520996
175,0.9195876121520996,0.9164948463439941,0.8938144445419312
176,0.954639196395874,0.9525772929191589,0.9391752481460571
177,0.9505154490470886,0.9329897165298462,0.9329897165298462
178,0.9278350472450256,0.9226804375648499,0.9226804375648499
179,0.9290527105331421,0.9257732033729553,0.9257732033729553
180,0.885209858417511,0.8608247637748718,0.8659793734550476
181,0.9171117544174194,0.9257732033729553,0.9257732033729553
182,0.8690884113311768,0.8804123997688293,0.8804123997688293
183,0.9271937608718872,0.9432989954948425,0.9453608393669128
184,0.9162675738334656,0.938144326210022,0.9474226832389832
185,0.898084282875061,0.9216494560241699,0.9216494560241699
186,0.9271937608718872,0.9247422814369202,0.9247422814369202
187,0.9577319622039795,0.9123711585998535,0.9123711585998535
188,0.9453608393669128,0.9278350472450256,0.9216494560241699
189,0.9195876121520996,0.929896891117096,0.929896891117096
190,0.9454338550567627,0.9216494560241699,0.9216494560241699
191,0.9201639890670776,0.8999999761581421,0.8999999761581421
192,0.9401087760925293,0.9051546454429626,0.9051546454429626
193,0.9313174486160278,0.9092783331871033,0.9092783331871033
194,0.960824728012085,0.9216494560241699,0.9216494560241699
195,0.954639196395874,0.9350515604019165,0.9350515604019165
196,0.9360824823379517,0.9051546454429626,0.9051546454429626
197,0.9164948463439941,0.9123711585998535,0.9123711585998535
198,0.8876288533210754,0.8969072103500366,0.8969072103500366
199,0.9247422814369202,0.8979381322860718,0.8979381322860718
200,0.9278350472450256,0.9123711585998535,0.9123711585998535
201,0.938144326210022,0.8979381322860718,0.8979381322860718
202,0.8556700944900513,0.8979381322860718,0.8979381322860718
203,0.8999999761581421,0.892783522605896,0.892783522605896
204,0.9103092551231384,0.861855685710907,0.861855685710907
205,0.9432989954948425,0.9278350472450256,0.9278350472450256
206,0.9206185340881348,0.8979381322860718,0.8979381322860718
207,0.9144330024719238,0.9288659691810608,0.9288659691810608
208,0.88453608751297,0.8649484515190125,0.8649484515190125
209,0.853608250617981,0.8494845628738403,0.8494845628738403
210,0.8814433217048645,0.9195876121520996,0.892783522605896
211,0.8670102953910828,0.8938144445419312,0.8886597752571106
212,0.9268041253089905,0.9216494560241699,0.9092783331871033
213,0.9247422814369202,0.88453608751297,0.8824742436408997
214,0.9144330024719238,0.8824742436408997,0.8577319383621216
215,0.9206185340881348,0.9051546454429626,0.8814433217048645
216,0.9123711585998535,0.8938144445419312,0.8876288533210754
217,0.9268041253089905,0.9350515604019165,0.9103092551231384
218,0.9402061700820923,0.9103092551231384,0.8742268085479736
219,0.9226804375648499,0.8969072103500366,0.8577319383621216
220,0.9226804375648499,0.892783522605896,0.8298969268798828
221,0.9144330024719238,0.8742268085479736,0.8577319383621216
222,0.8969072103500366,0.8484535813331604,0.8474226593971252
223,0.9443299174308777,0.9216494560241699,0.9360824823379517
224,0.9494845271110535,0.9360824823379517,0.9144330024719238
225,0.9020618796348572,0.8907216787338257,0.9247422814369202
226,0.8896906971931458,0.8886597752571106,0.8824742436408997
227,0.8824742436408997,0.9010308980941772,0.8814433217048645
228,0.8783504962921143,0.8546391725540161,0.861855685710907
229,0.8886597752571106,0.8680412173271179,0.8597938418388367
230,0.8422680497169495,0.8402062058448792,0.861855685710907
231,0.8484535813331604,0.8597938418388367,0.8865979313850403
232,0.876288652420044,0.8515464067459106,0.853608250617981
233,0.892783522605896,0.8556700944900513,0.876288652420044
234,0.8948453664779663,0.8907216787338257,0.853608250617981
235,0.9268041253089905,0.876288652420044,0.9092783331871033
236,0.9247422814369202,0.9206185340881348,0.8969072103500366
237,0.9391752481460571,0.8824742436408997,0.8999999761581421
238,0.9082474112510681,0.9134020805358887,0.9103092551231384
239,0.9134020805358887,0.8896906971931458,0.9185566902160645
240,0.9123711585998535,0.8773195743560791,0.8680412173271179
241,0.9041237235069275,0.8742268085479736,0.8690721392631531
242,0.892783522605896,0.9092783331871033,0.8855670094490051
243,0.8979381322860718,0.9288659691810608,0.9226804375648499
244,0.9484536051750183,0.9371134042739868,0.9402061700820923
245,0.929896891117096,0.8824742436408997,0.9185566902160645
246,0.9216494560241699,0.9010308980941772,0.9257732033729553
247,0.9206185340881348,0.9175257682800293,0.923711359500885
248,0.9061855673789978,0.8886597752571106,0.9164948463439941
249,0.9134020805358887,0.9113401770591736,0.9103092551231384
250,0.9556701183319092,0.9329897165298462,0.929896891117096
251,0.876288652420044,0.8855670094490051,0.8680412173271179
252,0.9226804375648499,0.9134020805358887,0.9020618796348572
253,0.9082474112510681,0.907216489315033,0.8793814182281494
254,0.8659793734550476,0.8773195743560791,0.8721649646759033
255,0.9082474112510681,0.8824742436408997,0.88453608751297
256,0.9175257682800293,0.8999999761581421,0.8783504962921143
257,0.9680412411689758,0.8876288533210754,0.8608247637748718
258,0.9649484753608704,0.9092783331871033,0.8896906971931458
259,0.8721649646759033,0.8876288533210754,0.853608250617981
260,0.9350515604019165,0.915463924407959,0.9185566902160645
261,0.9453608393669128,0.9134020805358887,0.9103092551231384
262,0.9247422814369202,0.8886597752571106,0.8999999761581421
263,0.8752577304840088,0.907216489315033,0.9010308980941772
264,0.8721649646759033,0.8505154848098755,0.8546391725540161
265,0.8989690542221069,0.9041237235069275,0.876288652420044
266,0.9134020805358887,0.8999999761581421,0.9041237235069275
267,0.9453608393669128,0.9144330024719238,0.8773195743560791
268,0.946391761302948,0.9288659691810608,0.9319587349891663
269,0.9103092551231384,0.9329897165298462,0.8989690542221069
270,0.9412370920181274,0.9484536051750183,0.954639196395874
271,0.9185566902160645,0.9164948463439941,0.8886597752571106
272,0.9422680139541626,0.9082474112510681,0.8969072103500366
273,0.9226804375648499,0.9020618796348572,0.9030928015708923
274,0.9113401770591736,0.9175257682800293,0.8989690542221069
275,0.946391761302948,0.9103092551231384,0.9123711585998535
276,0.9597938060760498,0.892783522605896,0.8804123997688293
277,0.9577319622039795,0.9391752481460571,0.9030928015708923
278,0.9515463709831238,0.9206185340881348,0.9175257682800293
279,0.9164948463439941,0.9443299174308777,0.9092783331871033
280,0.9123711585998535,0.9484536051750183,0.946391761302948
281,0.9329897165298462,0.9505154490470886,0.9484536051750183
282,0.9515463709831238,0.9319587349891663,0.9278350472450256
283,0.9195876121520996,0.9371134042739868,0.9371134042739868
284,0.8989690542221069,0.9391752481460571,0.9340206384658813
285,0.9556701183319092,0.9422680139541626,0.9494845271110535
286,0.9453608393669128,0.9092783331871033,0.9247422814369202
287,0.9484536051750183,0.9371134042739868,0.9340206384658813
288,0.9402061700820923,0.9412370920181274,0.9164948463439941
289,0.9123711585998535,0.9505154490470886,0.9402061700820923
290,0.9432989954948425,0.9164948463439941,0.9113401770591736
291,0.9278350472450256,0.9309278130531311,0.8958762884140015
292,0.9278350472450256,0.929896891117096,0.9402061700820923
293,0.923711359500885,0.9453608393669128,0.9288659691810608
294,0.9175257682800293,0.9185566902160645,0.8979381322860718
295,0.9134020805358887,0.9329897165298462,0.9010308980941772
296,0.9515463709831238,0.9360824823379517,0.9092783331871033
297,0.9412370920181274,0.9185566902160645,0.9226804375648499
298,0.9494845271110535,0.929896891117096,0.9309278130531311
299,0.9814432859420776,0.9484536051750183,0.9360824823379517
300,0.954639196395874,0.9288659691810608,0.9226804375648499
301,0.9587628841400146,0.938144326210022,0.9412370920181274
302,0.9247422814369202,0.9288659691810608,0.9061855673789978
303,0.9309278130531311,0.9278350472450256,0.8948453664779663
304,0.946391761302948,0.9319587349891663,0.9247422814369202
305,0.946391761302948,0.9639175534248352,0.9597938060760498
306,0.9494845271110535,0.960824728012085,0.960824728012085
307,0.9371134042739868,0.9515463709831238,0.9432989954948425
308,0.9422680139541626,0.9247422814369202,0.929896891117096
309,0.9443299174308777,0.9505154490470886,0.9340206384658813
310,0.9494845271110535,0.9494845271110535,0.9340206384658813
311,0.9536082744598389,0.9278350472450256,0.9123711585998535
312,0.9577319622039795,0.9402061700820923,0.9443299174308777
313,0.9628865718841553,0.9556701183319092,0.9567010402679443
314,0.8670102953910828,0.8999999761581421,0.9247422814369202
315,0.9494845271110535,0.9340206384658813,0.946391761302948
316,0.9505154490470886,0.954639196395874,0.9309278130531311
317,0.9453608393669128,0.9350515604019165,0.9134020805358887
318,0.9556701183319092,0.9556701183319092,0.946391761302948
319,0.9536082744598389,0.9360824823379517,0.9216494560241699
320,0.9288659691810608,0.9216494560241699,0.9360824823379517
321,0.9288659691810608,0.9649484753608704,0.9762886762619019
322,0.9422680139541626,0.9639175534248352,0.9628865718841553
323,0.9628865718841553,0.9556701183319092,0.9484536051750183
324,0.9082474112510681,0.9453608393669128,0.9670103192329407
325,0.9453608393669128,0.9175257682800293,0.9443299174308777
326,0.9216494560241699,0.9030928015708923,0.9051546454429626
327,0.9061855673789978,0.923711359500885,0.9144330024719238
328,0.8917526006698608,0.8824742436408997,0.8917526006698608
329,0.9134020805358887,0.8865979313850403,0.8958762884140015
330,0.944890022277832,0.8835051655769348,0.8690721392631531
331,0.8993586897850037,0.9195876121520996,0.9185566902160645
332,0.8769949078559875,0.9103092551231384,0.9144330024719238
333,0.8709797859191895,0.8783504962921143,0.88453608751297
334,0.8873609900474548,0.8865979313850403,0.8824742436408997
335,0.9443299174308777,0.8999999761581421,0.8958762884140015
336,0.9144330024719238,0.8876288533210754,0.8855670094490051
337,0.8711340427398682,0.8670102953910828,0.8659793734550476
338,0.8999999761581421,0.9082474112510681,0.8639175295829773
339,0.8999999761581421,0.9030928015708923,0.8835051655769348
340,0.9402061700820923,0.9247422814369202,0.9474226832389832
341,0.9144330024719238,0.9350515604019165,0.923711359500885
342,0.9144330024719238,0.9010308980941772,0.8814433217048645
343,0.9628865718841553,0.9360824823379517,0.9092783331871033
344,0.9175257682800293,0.9082474112510681,0.8896906971931458
345,0.9350515604019165,0.9350515604019165,0.938144326210022
346,0.9319587349891663,0.9257732033729553,0.9350515604019165
347,0.9061855673789978,0.8731958866119385,0.8835051655769348
348,0.9391752481460571,0.9226804375648499,0.9278350472450256
349,0.9319587349891663,0.9288659691810608,0.9144330024719238
350,0.9360824823379517,0.9010308980941772,0.9175257682800293
351,0.938144326210022,0.9030928015708923,0.8855670094490051
352,0.8938144445419312,0.9134020805358887,0.9051546454429626
353,0.8896906971931458,0.8948453664779663,0.8773195743560791
354,0.9103092551231384,0.9051546454429626,0.9051546454429626
355,0.8907216787338257,0.9092783331871033,0.8896906971931458
356,0.9350515604019165,0.8824742436408997,0.8597938418388367
357,0.8597938418388367,0.9041237235069275,0.8855670094490051
358,0.9226804375648499,0.8876288533210754,0.8938144445419312
359,0.9020618796348572,0.8639175295829773,0.8855670094490051
360,0.9206185340881348,0.9123711585998535,0.907216489315033
361,0.9144330024719238,0.9010308980941772,0.8969072103500366
362,0.9268041253089905,0.8783504962921143,0.9123711585998535
363,0.8855670094490051,0.9030928015708923,0.8948453664779663
364,0.923711359500885,0.8907216787338257,0.9092783331871033
365,0.8824742436408997,0.8989690542221069,0.9206185340881348
366,0.8999999761581421,0.8999999761581421,0.8948453664779663
367,0.907216489315033,0.9030928015708923,0.8999999761581421
368,0.9123711585998535,0.8999999761581421,0.8886597752571106
369,0.9536082744598389,0.9103092551231384,0.8835051655769348
370,0.9268041253089905,0.9123711585998535,0.8773195743560791
371,0.9536082744598389,0.9360824823379517,0.9041237235069275
372,0.9422680139541626,0.9226804375648499,0.9257732033729553
373,0.9659793972969055,0.9247422814369202,0.9061855673789978
374,0.9515463709831238,0.9453608393669128,0.9195876121520996
375,0.9329897165298462,0.9391752481460571,0.946391761302948
376,0.9484536051750183,0.938144326210022,0.9288659691810608
377,0.9505154490470886,0.9350515604019165,0.9185566902160645
378,0.9340206384658813,0.8989690542221069,0.8917526006698608
379,0.8690721392631531,0.9175257682800293,0.9113401770591736
380,0.9371134042739868,0.9041237235069275,0.9092783331871033
381,0.9412370920181274,0.8989690542221069,0.9144330024719238
382,0.9577319622039795,0.9164948463439941,0.9010308980941772
383,0.9319587349891663,0.8938144445419312,0.907216489315033
384,0.9103092551231384,0.9020618796348572,0.9103092551231384
385,0.9319587349891663,0.8999999761581421,0.9051546454429626
386,0.9505154490470886,0.929896891117096,0.8938144445419312
387,0.9360824823379517,0.9371134042739868,0.9103092551231384
388,0.929896891117096,0.9309278130531311,0.9329897165298462
389,0.9082474112510681,0.946391761302948,0.9422680139541626
390,0.9515463709831238,0.9020618796348572,0.9175257682800293
391,0.9319587349891663,0.9226804375648499,0.9082474112510681
392,0.954639196395874,0.9226804375648499,0.9216494560241699
393,0.9422680139541626,0.9144330024719238,0.8958762884140015
394,0.9453608393669128,0.9103092551231384,0.9175257682800293
395,0.9288659691810608,0.9051546454429626,0.8896906971931458
396,0.9288659691810608,0.9360824823379517,0.923711359500885
397,0.9525772929191589,0.9639175534248352,0.9030928015708923
398,0.9422680139541626,0.9391752481460571,0.8855670094490051
399,0.9278350472450256,0.9134020805358887,0.8958762884140015
400,0.9391752481460571,0.954639196395874,0.9278350472450256
401,0.9513190984725952,0.9443299174308777,0.9412370920181274
402,0.9470817446708679,0.9185566902160645,0.9092783331871033
403,0.9313743114471436,0.9195876121520996,0.9350515604019165
404,0.9363422393798828,0.9278350472450256,0.960824728012085
405,0.9302297234535217,0.9804123640060425,0.9824742078781128
406,0.9243444800376892,0.9340206384658813,0.954639196395874
407,0.929896891117096,0.9020618796348572,0.923711359500885
408,0.960824728012085,0.9288659691810608,0.9556701183319092
409,0.9525772929191589,0.960824728012085,0.960824728012085
410,0.9628865718841553,0.938144326210022,0.938144326210022
411,0.946391761302948,0.9443299174308777,0.9443299174308777
412,0.946391761302948,0.9371134042739868,0.9371134042739868
413,0.929896891117096,0.9113401770591736,0.9113401770591736
414,0.9247422814369202,0.9536082744598389,0.9536082744598389
415,0.8690721392631531,0.9360824823379517,0.9144330024719238
416,0.9030928015708923,0.9092783331871033,0.9195876121520996
417,0.954639196395874,0.9556701183319092,0.9536082744598389
418,0.9536082744598389,0.9092783331871033,0.8999999761581421
419,0.9360824823379517,0.9360824823379517,0.9123711585998535
420,0.9814432859420776,0.9175257682800293,0.9144330024719238
421,0.9494845271110535,0.9206185340881348,0.9134020805358887
422,0.929896891117096,0.9257732033729553,0.9247422814369202
423,0.9597938060760498,0.9113401770591736,0.9226804375648499
424,0.9288659691810608,0.9443299174308777,0.9412370920181274
425,0.9484536051750183,0.9412370920181274,0.9505154490470886
426,0.929896891117096,0.9329897165298462,0.929896891117096
427,0.9309278130531311,0.946391761302948,0.9402061700820923
428,0.9432989954948425,0.9577319622039795,0.9536082744598389
429,0.960824728012085,0.9474226832389832,0.9453608393669128
430,0.9391752481460571,0.9391752481460571,0.9422680139541626
431,0.9824742078781128,0.9484536051750183,0.9474226832389832
432,0.9494845271110535,0.9422680139541626,0.9432989954948425
433,0.9061855673789978,0.9319587349891663,0.9329897165298462
434,0.9876288771629333,0.9680412411689758,0.9649484753608704
435,0.9319587349891663,0.9360824823379517,0.9329897165298462
436,0.9030928015708923,0.9020618796348572,0.9051546454429626
437,0.9701030850410461,0.9536082744598389,0.946391761302948
438,0.9618556499481201,0.9618556499481201,0.9618556499481201
439,0.9597938060760498,0.960824728012085,0.960824728012085
440,0.960824728012085,0.9515463709831238,0.9556701183319092
441,0.9597938060760498,0.9597938060760498,0.9618556499481201
442,0.9587628841400146,0.9793814420700073,0.9762886762619019
443,0.9659793972969055,0.9639175534248352,0.9618556499481201
444,0.9618556499481201,0.9680412411689758,0.9752577543258667
445,0.954639196395874,0.9577319622039795,0.9474226832389832
446,0.9494845271110535,0.9391752481460571,0.9453608393669128
447,0.8999999761581421,0.9206185340881348,0.9206185340881348
448,0.9519197940826416,0.9474226832389832,0.946391761302948
449,0.9456773996353149,0.9113401770591736,0.9144330024719238
450,0.9396217465400696,0.960824728012085,0.9628865718841553
451,0.9137917160987854,0.9494845271110535,0.9494845271110535
452,0.9618556499481201,0.9278350472450256,0.9216494560241699
453,0.9443299174308777,0.915463924407959,0.9226804375648499
454,0.9525772929191589,0.9422680139541626,0.9422680139541626
455,0.9556701183319092,0.9639175534248352,0.960824728012085
456,0.9453608393669128,0.9206185340881348,0.923711359500885
457,0.9628865718841553,0.9628865718841553,0.9474226832389832
458,0.9824742078781128,0.9762886762619019,0.9515463709831238
459,0.9721649289131165,0.9680412411689758,0.9670103192329407
460,0.9701030850410461,0.9824742078781128,0.9824742078781128
461,0.9628865718841553,0.9453608393669128,0.954639196395874
462,0.977319598197937,0.9556701183319092,0.954639196395874
463,0.9474226832389832,0.9494845271110535,0.9494845271110535
464,0.9742268323898315,0.9731958508491516,0.9639175534248352
465,0.9793814420700073,0.9752577543258667,0.9752577543258667
466,0.9721649289131165,0.9649484753608704,0.9752577543258667
467,0.9670103192329407,0.9680412411689758,0.960824728012085
468,0.9731958508491516,0.9670103192329407,0.9680412411689758
469,0.985567033290863,0.9865979552268982,0.9876288771629333
470,0.9701030850410461,0.9556701183319092,0.9628865718841553
471,0.9731958508491516,0.9577319622039795,0.9402061700820923
472,0.9144330024719238,0.9329897165298462,0.9164948463439941
473,0.9453608393669128,0.9257732033729553,0.9103092551231384
474,0.962172269821167,0.9536082744598389,0.9453608393669128
475,0.9134750962257385,0.8907216787338257,0.8639175295829773
476,0.9259761571884155,0.9288659691810608,0.9010308980941772
477,0.9291825890541077,0.8999999761581421,0.9010308980941772
478,0.940595805644989,0.9350515604019165,0.9247422814369202
479,0.8703222870826721,0.907216489315033,0.8752577304840088
480,0.8810617923736572,0.9061855673789978,0.9113401770591736
481,0.9368617534637451,0.9432989954948425,0.9371134042739868
482,0.9464810490608215,0.9226804375648499,0.915463924407959
483,0.9511486291885376,0.9731958508491516,0.9701030850410461
484,0.9195876121520996,0.9195876121520996,0.9113401770591736
485,0.9226804375648499,0.9226804375648499,0.9206185340881348
